id,y
1,95.3014
2,112.986115
3,96.0401
4,77.03908
5,110.35167
8,90.302956
10,109.55033
11,94.64752
12,116.2561
14,94.85006
15,116.173485
16,105.33586
17,97.239296
19,95.04506
20,106.919945
21,97.239296
22,116.283264
23,97.239296
26,95.93327
28,92.95792
29,97.239296
33,97.239296
35,95.54974
41,97.239296
42,92.67937
43,116.273796
45,104.92585
46,104.169235
51,94.54101
53,82.55809
55,112.4893
56,95.107994
57,106.78775
58,96.5693
59,105.96719
63,110.913155
64,95.69865
65,106.89153
69,96.270515
71,97.051796
72,106.29116
73,95.3661
76,106.011665
77,108.37445
78,115.79664
82,95.321625
83,106.89153
84,94.56373
85,104.15822
87,110.38019
88,97.239296
89,111.23048
91,95.04864
93,95.955795
94,108.46907
95,93.68424
96,110.39788
97,92.09569
98,112.06178
99,95.02374
101,105.68704
103,111.23048
104,92.16617
105,110.008736
110,96.83962
111,111.949196
113,111.99573
114,92.0131
115,112.3154
117,111.23048
120,92.318886
121,110.54698
122,91.94659
123,112.40641
126,108.90941
132,111.582504
135,107.28225
137,105.541374
138,95.37935
140,95.025375
142,112.39195
144,110.39788
148,92.1425
149,110.59145
155,92.58461
156,110.38019
157,92.09569
162,110.59145
163,96.5334
167,92.16572
172,116.273796
179,112.35832
180,91.93648
181,110.792465
182,96.13851
183,111.23048
185,111.23048
187,111.00607
188,95.321625
189,94.512596
191,91.78691
192,112.17588
193,94.95618
194,111.00607
195,91.9076
196,111.27495
198,96.27376
199,110.39788
201,106.45807
204,95.29673
205,105.46323
206,96.77626
210,94.53657
211,105.68704
216,110.39788
219,116.2561
220,92.39057
221,109.881645
226,110.792465
227,91.81369
228,110.39788
230,110.39788
231,92.09569
235,116.283264
236,95.03328
238,110.39788
242,108.30255
243,94.92127
244,79.10005
245,110.97409
247,111.99573
248,91.957306
249,92.540985
250,110.38019
251,95.03328
253,116.283264
254,92.5867
256,95.48828
257,92.1425
258,111.251816
259,95.10636
262,79.48877
266,93.700035
267,111.97761
272,104.17591
273,111.23048
275,92.27745
276,110.99265
279,95.81549
280,106.89153
283,92.401505
285,110.270515
288,111.23048
289,95.48921
290,106.585434
291,95.36166
292,110.692154
293,110.16018
296,92.160194
297,112.11599
298,115.79664
299,95.321625
304,91.85339
305,91.29588
306,94.62074
307,110.792465
311,112.82417
313,110.792465
314,92.13367
316,95.86
324,96.3072
327,95.909065
329,91.78691
330,111.00607
337,107.5123
338,95.45634
339,106.502815
340,95.69865
343,92.07456
345,116.173485
346,91.82183
347,111.97761
349,112.530334
350,91.48833
352,112.1444
353,91.42942
354,79.02689
357,95.360916
358,112.23042
362,110.88455
364,116.79311
365,105.57574
366,95.19496
367,111.25889
368,95.52845
370,79.29245
373,96.5693
377,91.780235
378,110.05051
382,106.011665
384,110.39788
390,93.55688
392,112.1444
393,111.23957
395,95.758606
396,107.33476
399,79.18267
406,110.792465
408,110.792465
409,92.29326
410,79.04303
412,112.91444
413,91.928894
419,93.68424
420,112.04409
421,91.928894
430,102.0347
434,94.49654
436,95.76357
437,95.107994
438,92.04615
439,110.39788
440,95.13477
443,110.43069
446,95.44583
448,95.13022
452,95.6409
453,106.78775
457,106.45807
458,94.49654
459,114.62419
460,105.730865
462,108.69074
464,105.93417
465,116.2561
467,119.791306
471,111.55722
472,79.09978
473,94.927155
475,95.44583
480,95.91132
488,110.61493
490,110.792465
491,105.55968
492,79.18267
493,95.48828
497,91.37381
498,111.9953
499,95.54974
500,104.169235
501,94.49654
502,112.02208
506,82.32122
510,110.28087
511,91.11092
512,91.78691
516,92.51257
518,91.780235
519,111.85024
521,91.65504
522,110.65112
526,110.633
529,96.105606
532,110.38019
533,95.14791
536,111.15704
537,98.10848
539,95.3661
540,105.55968
541,95.52845
543,94.512596
546,112.12671
547,94.905914
548,79.26404
551,94.96351
552,105.813484
556,108.52355
557,96.55174
558,111.25889
559,95.42382
560,105.33586
562,105.46323
566,96.57959
570,111.9953
571,95.107994
572,106.89153
573,95.321625
575,116.2561
576,112.06178
577,91.443855
579,91.96832
580,111.97761
581,111.582504
589,110.792465
591,104.87164
593,95.36166
594,105.725174
595,94.70336
598,94.83614
602,111.4116
604,110.59145
606,112.22331
608,95.19496
609,105.68704
610,94.45839
616,111.64434
617,95.987755
618,105.64896
620,105.52025
622,110.63975
623,91.4455
624,157.00203
626,110.39788
628,110.39788
629,92.08598
630,110.39788
637,95.46761
638,106.77901
643,94.5378
645,95.91132
646,119.03074
648,96.902695
652,96.0962
653,95.107994
654,111.9953
656,112.11599
657,92.24834
659,96.05979
660,106.67443
663,92.48775
664,110.54698
666,106.722824
668,111.465805
669,93.57718
671,96.03386
675,92.429955
677,94.46727
678,110.97409
679,106.144066
682,96.17914
685,106.23943
687,95.52845
688,91.34108
693,110.30332
696,95.82645
698,94.910576
701,95.41992
704,107.90178
705,116.2561
709,112.1655
710,94.89449
711,107.31179
712,95.577034
714,110.31363
715,92.01534
716,110.792465
717,92.39057
720,116.173485
721,91.78691
724,103.97309
725,95.29673
726,110.48644
728,111.101555
731,91.835495
734,107.15782
738,91.95711
745,109.67679
746,91.70429
751,79.19873
754,92.12675
756,91.93985
758,94.38576
759,112.37787
761,116.23852
766,95.90893
767,111.72945
768,91.4455
769,110.39788
770,95.3418
771,79.18267
772,105.857956
773,94.96351
774,111.51191
776,110.39788
777,95.57846
780,116.273796
782,105.55968
787,104.99873
788,95.3661
792,91.362885
793,112.781395
798,95.515305
800,91.60723
806,110.792465
809,110.39788
811,110.7998
812,90.94603
814,116.2561
816,104.66679
817,95.42382
818,111.65541
820,110.198044
823,94.49654
829,91.48493
830,112.12505
831,90.60403
834,109.81418
839,95.51669
841,79.18267
844,105.68704
845,94.54101
848,91.85339
850,99.05861
851,105.813484
852,95.45488
854,94.15199
855,96.866585
856,104.56296
859,105.93417
861,111.51191
864,94.53847
865,111.51191
866,91.835495
867,91.13617
869,95.45353
871,90.94603
872,110.792465
882,104.432724
883,94.49654
885,95.29673
888,95.909065
893,110.792465
901,110.97409
903,105.55968
904,95.73494
905,105.813484
910,95.99394
911,110.14961
914,111.074425
918,110.41962
921,91.362885
928,95.53275
929,105.813484
932,94.333115
933,108.52355
934,95.99394
935,111.97761
937,79.08236
939,95.321625
940,105.03631
941,95.48828
942,106.30436
943,95.03794
944,105.813484
947,110.792465
949,110.412994
951,109.323265
952,95.36166
953,105.55968
954,79.055305
957,110.39788
959,91.55528
960,117.42385
963,116.2561
965,110.792465
967,106.32205
971,95.48828
972,79.055305
973,95.07737
974,110.39788
975,95.309975
978,118.292366
980,112.37047
981,95.52133
984,111.02968
986,95.99394
988,91.4455
989,109.95256
990,104.95469
992,110.97409
996,95.025375
999,110.51857
1000,95.257095
1001,111.51191
1002,91.4455
1003,110.39788
1004,91.928894
1008,109.8968
1009,95.540306
1010,108.66174
1012,116.91205
1013,92.96553
1014,110.771385
1015,91.47389
1016,116.2561
1019,91.34653
1020,110.51857
1021,95.99394
1022,107.90178
1024,95.99394
1025,79.15426
1027,95.809555
1028,105.84026
1029,95.11519
1030,94.722694
1033,110.39788
1036,92.02948
1037,109.964264
1038,91.2209
1042,95.321625
1043,104.80517
1044,95.235466
1045,109.91449
1047,114.70681
1050,94.512596
1051,110.792465
1054,94.49654
1056,95.52133
1057,94.49654
1059,95.53185
1062,99.03986
1063,107.90178
1064,95.52133
1066,94.83642
1070,106.34883
1076,109.91449
1077,96.67224
1078,110.39788
1080,110.792465
1082,112.263435
1083,95.909065
1089,112.690475
1091,95.909065
1093,95.52845
1097,95.987755
1099,91.99541
1101,95.99394
1103,95.541695
1104,109.91449
1106,111.11925
1109,92.16786
1110,110.923454
1111,94.30468
1112,113.00069
1114,94.54101
1116,92.47319
1117,110.12842
1120,92.44598
1124,110.31526
1125,92.67937
1126,110.633
1134,111.89499
1137,92.540985
1138,110.39788
1144,110.70985
1145,94.70336
1146,92.13367
1148,95.39259
1150,92.36336
1152,105.68704
1153,94.85006
1154,106.30885
1155,95.321625
1157,91.30858
1162,95.321625
1165,110.39788
1166,93.851036
1167,107.90178
1168,95.99394
1169,105.93417
1171,116.283264
1172,96.469124
1173,105.93417
1174,95.53275
1176,96.82211
1177,105.813484
1178,95.360916
1182,110.38019
1186,95.91132
1187,112.93213
1188,92.540985
1189,116.273796
1191,106.07947
1192,95.321625
1197,109.94657
1198,91.176
1200,79.18267
1201,95.72352
1203,96.37423
1209,116.2561
1214,105.730865
1218,111.59082
1222,92.88931
1226,95.80477
1228,95.450134
1230,93.267975
1232,79.22714
1233,95.94236
1236,114.70681
1238,94.938965
1241,110.70985
1244,106.955505
1246,92.97193
1247,112.18887
1250,112.1655
1251,92.0131
1254,110.54698
1255,95.02186
1256,112.35701
1257,92.467354
1258,91.480995
1259,110.792465
1260,95.42382
1263,110.70985
1267,79.217735
1268,110.97766
1271,95.321625
1272,110.792465
1274,105.38477
1275,95.321625
1276,110.792465
1277,91.45262
1279,92.13367
1281,94.91007
1282,92.540985
1283,112.0983
1285,110.54698
1286,92.540985
1289,110.31526
1296,111.9953
1299,92.36336
1301,95.025375
1306,92.21712
1307,95.360916
1308,91.30209
1313,110.792465
1314,95.632164
1315,110.923454
1316,91.76922
1317,110.792465
1319,91.93601
1323,95.91132
1324,106.69212
1325,95.48828
1328,108.39619
1329,95.73494
1330,111.51191
1331,93.52858
1332,105.93417
1337,95.52845
1338,109.802414
1339,91.65504
1340,111.885414
1343,108.90941
1347,105.79579
1348,95.48828
1349,107.219986
1352,92.13367
1354,96.866585
1359,110.50088
1360,95.99394
1363,110.792465
1364,95.82645
1365,105.58241
1366,95.37267
1372,95.36166
1375,105.655815
1376,94.49654
1378,91.50174
1379,111.02995
1380,95.99394
1381,105.93417
1384,112.30593
1387,92.36336
1388,110.46436
1392,79.51718
1394,106.52715
1395,94.85006
1396,110.792465
1398,94.70336
1399,110.792465
1400,92.16645
1401,92.10621
1403,94.72094
1404,111.70946
1406,110.792465
1407,94.54101
1408,110.70985
1410,79.217735
1412,110.792465
1413,95.52845
1415,95.632164
1420,110.70985
1422,111.59082
1423,109.00827
1424,110.70985
1425,95.48913
1426,79.217735
1427,96.37423
1429,91.375916
1430,111.89499
1431,96.866585
1432,105.93417
1434,110.7998
1437,95.3661
1438,105.53794
1440,110.60459
1441,111.97761
1442,95.360916
1444,111.00607
1445,95.632164
1446,105.68704
1448,91.07278
1453,92.24879
1454,110.792465
1455,95.321625
1456,112.54509
1458,110.792465
1459,91.78691
1461,94.547585
1465,92.36336
1466,110.50088
1469,95.91132
1472,92.24879
1474,94.49654
1477,111.201866
1479,110.850296
1482,91.39838
